id,id_predmet,id_ucenik,ocena,datum,vrsta
184,1,90,2,2020-11-22,контролна вежба
185,1,91,1,2020-11-22,контролна вежба
186,1,92,1,2020-11-22,контролна вежба
187,1,93,5,2020-11-22,контролна вежба
188,1,94,2,2020-11-22,контролна вежба
189,1,95,3,2020-11-22,контролна вежба
190,1,96,2,2020-11-22,контролна вежба
191,3,68,3,2020-11-15,контролна вежба
192,3,69,5,2020-11-15,контролна вежба
193,3,70,3,2020-11-15,контролна вежба
194,3,71,2,2020-11-15,контролна вежба
195,3,72,5,2020-11-15,контролна вежба
196,3,73,5,2020-11-15,контролна вежба
197,3,74,4,2020-11-15,контролна вежба
198,3,75,2,2020-11-15,контролна вежба
199,3,76,3,2020-11-15,контролна вежба
200,3,77,5,2020-11-15,контролна вежба
201,3,78,2,2020-11-15,контролна вежба
202,3,79,4,2020-11-15,контролна вежба
203,3,80,3,2020-11-15,контролна вежба
204,3,81,5,2020-11-15,контролна вежба
205,3,82,3,2020-11-15,контролна вежба
206,3,83,5,2020-11-15,контролна вежба
207,3,84,4,2020-11-15,контролна вежба
208,3,85,3,2020-11-15,контролна вежба
209,3,86,2,2020-11-15,контролна вежба
210,3,87,2,2020-11-15,контролна вежба
211,3,88,3,2020-11-15,контролна вежба
212,3,89,3,2020-11-15,контролна вежба
213,3,90,2,2020-11-15,контролна вежба
214,3,91,4,2020-11-15,контролна вежба
215,3,92,4,2020-11-15,контролна вежба
216,3,93,4,2020-11-15,контролна вежба
217,3,94,2,2020-11-15,контролна вежба
218,3,95,2,2020-11-15,контролна вежба
219,3,96,5,2020-11-15,контролна вежба
220,3,6,2,2020-11-15,контролна вежба
221,3,7,5,2020-11-15,контролна вежба
222,3,12,2,2020-11-15,контролна вежба
223,3,38,3,2020-11-15,контролна вежба
224,3,39,2,2020-11-15,контролна вежба
225,3,40,2,2020-11-15,контролна вежба
226,3,41,3,2020-11-15,контролна вежба
227,3,42,2,2020-11-15,контролна вежба
228,3,43,4,2020-11-15,контролна вежба
229,3,44,2,2020-11-15,контролна вежба
230,3,45,4,2020-11-15,контролна вежба
231,3,46,3,2020-11-15,контролна вежба
232,3,47,2,2020-11-15,контролна вежба
233,3,48,2,2020-11-15,контролна вежба
234,3,49,5,2020-11-15,контролна вежба
235,3,50,2,2020-11-15,контролна вежба
236,3,51,4,2020-11-15,контролна вежба
237,3,52,3,2020-11-15,контролна вежба
238,3,53,2,2020-11-15,контролна вежба
239,3,54,5,2020-11-15,контролна вежба
240,3,55,2,2020-11-15,контролна вежба
241,3,56,5,2020-11-15,контролна вежба
242,3,57,3,2020-11-15,контролна вежба
243,3,58,5,2020-11-15,контролна вежба
244,3,59,3,2020-11-15,контролна вежба
245,3,60,4,2020-11-15,контролна вежба
246,3,61,4,2020-11-15,контролна вежба
247,3,62,5,2020-11-15,контролна вежба
248,3,63,4,2020-11-15,контролна вежба
249,3,64,4,2020-11-15,контролна вежба
250,3,65,3,2020-11-15,контролна вежба
251,3,66,3,2020-11-15,контролна вежба
252,3,67,5,2020-11-15,контролна вежба
254,3,69,4,2020-11-15,контролна вежба
255,3,70,5,2020-11-15,контролна вежба
256,3,71,5,2020-11-15,контролна вежба
257,3,72,4,2020-11-15,контролна вежба
259,3,74,5,2020-11-15,контролна вежба
260,3,75,3,2020-11-15,контролна вежба
261,3,76,2,2020-11-15,контролна вежба
262,3,77,3,2020-11-15,контролна вежба
263,3,78,4,2020-11-15,контролна вежба
264,3,79,2,2020-11-15,контролна вежба
265,3,80,3,2020-11-15,контролна вежба
266,3,81,3,2020-11-15,контролна вежба
267,3,82,3,2020-11-15,контролна вежба
268,3,83,5,2020-11-15,контролна вежба
269,3,84,5,2020-11-15,контролна вежба
270,3,85,2,2020-11-15,контролна вежба
271,3,86,3,2020-11-15,контролна вежба
272,3,87,2,2020-11-15,контролна вежба
273,3,88,2,2020-11-15,контролна вежба
274,3,89,4,2020-11-15,контролна вежба
275,3,90,2,2020-11-15,контролна вежба
276,3,91,3,2020-11-15,контролна вежба
277,3,92,5,2020-11-15,контролна вежба
278,3,93,2,2020-11-15,контролна вежба
280,3,95,4,2020-11-15,контролна вежба
281,3,96,5,2020-11-15,контролна вежба
282,2,1,4,2020-11-23,контролна вежба
283,2,2,5,2020-11-23,контролна вежба
284,2,3,3,2020-11-23,контролна вежба
285,2,13,4,2020-11-23,контролна вежба
286,2,14,3,2020-11-23,контролна вежба
287,2,15,3,2020-11-23,контролна вежба
288,2,16,5,2020-11-23,контролна вежба
289,2,17,3,2020-11-23,контролна вежба
290,2,18,2,2020-11-23,контролна вежба
291,2,19,3,2020-11-23,контролна вежба
292,2,20,2,2020-11-23,контролна вежба
293,2,21,5,2020-11-23,контролна вежба
294,2,22,2,2020-11-23,контролна вежба
295,2,23,2,2020-11-23,контролна вежба
296,2,24,5,2020-11-23,контролна вежба
297,2,25,2,2020-11-23,контролна вежба
298,2,26,2,2020-11-23,контролна вежба
299,2,27,2,2020-11-23,контролна вежба
300,2,28,3,2020-11-23,контролна вежба
301,2,29,5,2020-11-23,контролна вежба
302,2,30,3,2020-11-23,контролна вежба
303,2,31,5,2020-11-23,контролна вежба
304,2,32,5,2020-11-23,контролна вежба
305,2,33,3,2020-11-23,контролна вежба
306,2,34,2,2020-11-23,контролна вежба
307,2,35,3,2020-11-23,контролна вежба
308,2,36,2,2020-11-23,контролна вежба
309,2,37,2,2020-11-23,контролна вежба
310,2,6,4,2020-11-23,контролна вежба
311,2,7,5,2020-11-23,контролна вежба
312,2,12,3,2020-11-23,контролна вежба
313,2,38,2,2020-11-23,контролна вежба
314,2,39,2,2020-11-23,контролна вежба
315,2,40,3,2020-11-23,контролна вежба
316,2,41,3,2020-11-23,контролна вежба
317,2,42,5,2020-11-23,контролна вежба
318,2,43,5,2020-11-23,контролна вежба
319,2,44,2,2020-11-23,контролна вежба
320,2,45,4,2020-11-23,контролна вежба
321,2,46,5,2020-11-23,контролна вежба
322,2,47,3,2020-11-23,контролна вежба
323,2,48,3,2020-11-23,контролна вежба
324,2,49,3,2020-11-23,контролна вежба
325,2,50,4,2020-11-23,контролна вежба
326,2,51,5,2020-11-23,контролна вежба
327,2,52,4,2020-11-23,контролна вежба
328,2,53,2,2020-11-23,контролна вежба
329,2,54,4,2020-11-23,контролна вежба
330,2,55,4,2020-11-23,контролна вежба
331,2,56,3,2020-11-23,контролна вежба
332,2,57,2,2020-11-23,контролна вежба
333,2,58,3,2020-11-23,контролна вежба
334,2,59,3,2020-11-23,контролна вежба
335,2,60,2,2020-11-23,контролна вежба
336,2,61,5,2020-11-23,контролна вежба
337,2,62,4,2020-11-23,контролна вежба
338,2,63,4,2020-11-23,контролна вежба
339,2,64,4,2020-11-23,контролна вежба
340,2,65,4,2020-11-23,контролна вежба
341,2,66,2,2020-11-23,контролна вежба
342,2,67,3,2020-11-23,контролна вежба
343,2,68,3,2020-11-23,контролна вежба
344,2,69,5,2020-11-23,контролна вежба
345,2,70,2,2020-11-23,контролна вежба
346,2,71,5,2020-11-23,контролна вежба
347,2,72,5,2020-11-23,контролна вежба
348,2,73,4,2020-11-23,контролна вежба
349,2,74,2,2020-11-23,контролна вежба
350,2,75,4,2020-11-23,контролна вежба
351,2,76,5,2020-11-23,контролна вежба
352,2,77,2,2020-11-23,контролна вежба
353,2,78,5,2020-11-23,контролна вежба
354,2,79,3,2020-11-23,контролна вежба
355,2,80,2,2020-11-23,контролна вежба
356,2,81,5,2020-11-23,контролна вежба
357,2,82,4,2020-11-23,контролна вежба
358,2,83,5,2020-11-23,контролна вежба
359,2,84,2,2020-11-23,контролна вежба
360,2,85,5,2020-11-23,контролна вежба
361,2,86,5,2020-11-23,контролна вежба
362,2,87,3,2020-11-23,контролна вежба
363,2,88,4,2020-11-23,контролна вежба
364,2,89,4,2020-11-23,контролна вежба
365,2,90,5,2020-11-23,контролна вежба
366,2,91,3,2020-11-23,контролна вежба
367,2,92,2,2020-11-23,контролна вежба
368,2,93,5,2020-11-23,контролна вежба
369,2,94,4,2020-11-23,контролна вежба
370,2,95,3,2020-11-23,контролна вежба
371,2,96,5,2020-11-23,контролна вежба
372,2,1,5,2020-12-03,писмени задатак
373,2,2,3,2020-12-03,писмени задатак
374,2,3,5,2020-12-03,писмени задатак
375,2,13,4,2020-12-03,писмени задатак
376,2,14,5,2020-12-03,писмени задатак
377,2,15,4,2020-12-03,писмени задатак
378,2,16,3,2020-12-03,писмени задатак
379,2,17,4,2020-12-03,писмени задатак
380,2,18,3,2020-12-03,писмени задатак
381,2,19,4,2020-12-03,писмени задатак
382,2,20,5,2020-12-03,писмени задатак
383,2,21,5,2020-12-03,писмени задатак
384,2,22,3,2020-12-03,писмени задатак
385,2,23,3,2020-12-03,писмени задатак
386,2,24,5,2020-12-03,писмени задатак
387,2,25,5,2020-12-03,писмени задатак
388,2,26,3,2020-12-03,писмени задатак
389,2,27,4,2020-12-03,писмени задатак
390,2,28,5,2020-12-03,писмени задатак
391,2,29,3,2020-12-03,писмени задатак
392,2,30,5,2020-12-03,писмени задатак
393,2,31,4,2020-12-03,писмени задатак
394,2,32,3,2020-12-03,писмени задатак
395,2,33,5,2020-12-03,писмени задатак
396,2,34,5,2020-12-03,писмени задатак
397,2,35,5,2020-12-03,писмени задатак
398,2,36,4,2020-12-03,писмени задатак
399,2,37,4,2020-12-03,писмени задатак
400,2,6,3,2020-12-03,писмени задатак
401,2,7,5,2020-12-03,писмени задатак
402,2,12,4,2020-12-03,писмени задатак
403,2,38,5,2020-12-03,писмени задатак
404,2,39,4,2020-12-03,писмени задатак
405,2,40,3,2020-12-03,писмени задатак
406,2,41,3,2020-12-03,писмени задатак
407,2,42,5,2020-12-03,писмени задатак
408,2,43,4,2020-12-03,писмени задатак
409,2,44,5,2020-12-03,писмени задатак
410,2,45,3,2020-12-03,писмени задатак
411,2,46,5,2020-12-03,писмени задатак
412,2,47,3,2020-12-03,писмени задатак
413,2,48,5,2020-12-03,писмени задатак
414,2,49,4,2020-12-03,писмени задатак
415,2,50,3,2020-12-03,писмени задатак
416,2,51,4,2020-12-03,писмени задатак
417,2,52,4,2020-12-03,писмени задатак
418,2,53,5,2020-12-03,писмени задатак
419,2,54,3,2020-12-03,писмени задатак
420,2,55,3,2020-12-03,писмени задатак
421,2,56,5,2020-12-03,писмени задатак
422,2,57,3,2020-12-03,писмени задатак
423,2,58,3,2020-12-03,писмени задатак
424,2,59,5,2020-12-03,писмени задатак
425,2,60,5,2020-12-03,писмени задатак
426,2,61,5,2020-12-03,писмени задатак
427,2,62,4,2020-12-03,писмени задатак
428,2,63,4,2020-12-03,писмени задатак
429,2,64,3,2020-12-03,писмени задатак
430,2,65,5,2020-12-03,писмени задатак
431,2,66,3,2020-12-03,писмени задатак
432,2,67,3,2020-12-03,писмени задатак
433,2,68,3,2020-12-03,писмени задатак
434,2,69,5,2020-12-03,писмени задатак
435,2,70,5,2020-12-03,писмени задатак
436,2,71,3,2020-12-03,писмени задатак
437,2,72,3,2020-12-03,писмени задатак
438,2,73,4,2020-12-03,писмени задатак
439,2,74,4,2020-12-03,писмени задатак
440,2,75,5,2020-12-03,писмени задатак
441,2,76,3,2020-12-03,писмени задатак
442,2,77,3,2020-12-03,писмени задатак
443,2,78,3,2020-12-03,писмени задатак
444,2,79,4,2020-12-03,писмени задатак
445,2,80,4,2020-12-03,писмени задатак
446,2,81,5,2020-12-03,писмени задатак
447,2,82,4,2020-12-03,писмени задатак
448,2,83,5,2020-12-03,писмени задатак
449,2,84,3,2020-12-03,писмени задатак
450,2,85,3,2020-12-03,писмени задатак
451,2,86,3,2020-12-03,писмени задатак
452,2,87,5,2020-12-03,писмени задатак
453,2,88,4,2020-12-03,писмени задатак
454,2,89,4,2020-12-03,писмени задатак
455,2,90,4,2020-12-03,писмени задатак
456,2,91,3,2020-12-03,писмени задатак
457,2,92,5,2020-12-03,писмени задатак
458,2,93,4,2020-12-03,писмени задатак
459,2,94,3,2020-12-03,писмени задатак
460,2,95,4,2020-12-03,писмени задатак
461,2,96,3,2020-12-03,писмени задатак
462,9,293,5,2020-10-01,контролна вежба
463,1,1,3,2020-10-01,контролна вежба
464,1,1,3,2020-12-16,контролна вежба
465,1,1,5,2021-03-16,контролна вежба
466,1,1,5,2021-04-09,контролна вежба
467,1,2,4,2020-10-01,контролна вежба
468,1,2,5,2020-12-16,контролна вежба
469,1,2,4,2021-03-16,контролна вежба
470,1,2,4,2021-04-09,контролна вежба
471,1,3,4,2020-10-01,контролна вежба
472,1,3,5,2020-12-16,контролна вежба
473,1,3,4,2021-03-16,контролна вежба
474,1,3,5,2021-04-09,контролна вежба
475,1,6,3,2020-10-01,контролна вежба
476,1,6,4,2020-12-16,контролна вежба
477,1,6,5,2021-03-16,контролна вежба
478,1,6,4,2021-04-09,контролна вежба
479,1,7,4,2020-10-01,контролна вежба
480,1,7,2,2020-12-16,контролна вежба
481,1,7,3,2021-03-16,контролна вежба
482,1,7,4,2021-04-09,контролна вежба
483,1,12,5,2020-10-01,контролна вежба
484,1,12,5,2020-12-16,контролна вежба
485,1,12,5,2021-03-16,контролна вежба
486,1,12,5,2021-04-09,контролна вежба
487,1,13,3,2020-10-01,контролна вежба
488,1,13,4,2020-12-16,контролна вежба
489,1,13,3,2021-03-16,контролна вежба
490,1,13,4,2021-04-09,контролна вежба
491,1,14,5,2020-10-01,контролна вежба
492,1,14,4,2020-12-16,контролна вежба
493,1,14,4,2021-03-16,контролна вежба
494,1,14,3,2021-04-09,контролна вежба
495,1,15,5,2020-10-01,контролна вежба
496,1,15,5,2020-12-16,контролна вежба
497,1,15,4,2021-03-16,контролна вежба
498,1,15,5,2021-04-09,контролна вежба
499,1,16,3,2020-10-01,контролна вежба
500,1,16,3,2020-12-16,контролна вежба
501,1,16,4,2021-03-16,контролна вежба
502,1,16,4,2021-04-09,контролна вежба
503,1,17,2,2020-10-01,контролна вежба
504,1,17,3,2020-12-16,контролна вежба
505,1,17,3,2021-03-16,контролна вежба
506,1,17,2,2021-04-09,контролна вежба
507,1,18,3,2020-10-01,контролна вежба
508,1,18,5,2020-12-16,контролна вежба
509,1,18,4,2021-03-16,контролна вежба
510,1,18,3,2021-04-09,контролна вежба
511,1,19,2,2020-10-01,контролна вежба
512,1,19,3,2020-12-16,контролна вежба
513,1,19,3,2021-03-16,контролна вежба
514,1,19,3,2021-04-09,контролна вежба
515,1,20,1,2020-10-01,контролна вежба
516,1,20,2,2020-12-16,контролна вежба
517,1,20,1,2021-03-16,контролна вежба
518,1,20,3,2021-04-09,контролна вежба
519,1,21,3,2020-10-01,контролна вежба
520,1,21,5,2020-12-16,контролна вежба
521,1,21,5,2021-03-16,контролна вежба
522,1,21,3,2021-04-09,контролна вежба
523,1,22,4,2020-10-01,контролна вежба
524,1,22,4,2020-12-16,контролна вежба
525,1,22,4,2021-03-16,контролна вежба
526,1,22,5,2021-04-09,контролна вежба
527,1,23,3,2020-10-01,контролна вежба
528,1,23,4,2020-12-16,контролна вежба
529,1,23,4,2021-03-16,контролна вежба
530,1,23,5,2021-04-09,контролна вежба
531,1,24,3,2020-10-01,контролна вежба
532,1,24,2,2020-12-16,контролна вежба
533,1,24,2,2021-03-16,контролна вежба
534,1,24,2,2021-04-09,контролна вежба
535,1,25,4,2020-10-01,контролна вежба
536,1,25,2,2020-12-16,контролна вежба
537,1,25,4,2021-03-16,контролна вежба
538,1,25,2,2021-04-09,контролна вежба
539,1,26,2,2020-10-01,контролна вежба
540,1,26,4,2020-12-16,контролна вежба
541,1,26,3,2021-03-16,контролна вежба
542,1,26,4,2021-04-09,контролна вежба
543,1,27,3,2020-10-01,контролна вежба
544,1,27,5,2020-12-16,контролна вежба
545,1,27,4,2021-03-16,контролна вежба
546,1,27,4,2021-04-09,контролна вежба
547,1,28,5,2020-10-01,контролна вежба
548,1,28,4,2020-12-16,контролна вежба
549,1,28,4,2021-03-16,контролна вежба
550,1,28,5,2021-04-09,контролна вежба
551,1,29,3,2020-10-01,контролна вежба
552,1,29,3,2020-12-16,контролна вежба
553,1,29,2,2021-03-16,контролна вежба
554,1,29,2,2021-04-09,контролна вежба
555,1,30,4,2020-10-01,контролна вежба
556,1,30,5,2020-12-16,контролна вежба
557,1,30,4,2021-03-16,контролна вежба
558,1,30,5,2021-04-09,контролна вежба
559,1,31,4,2020-10-01,контролна вежба
560,1,31,4,2020-12-16,контролна вежба
561,1,31,5,2021-03-16,контролна вежба
562,1,31,4,2021-04-09,контролна вежба
563,1,32,3,2020-10-01,контролна вежба
564,1,32,2,2020-12-16,контролна вежба
565,1,32,3,2021-03-16,контролна вежба
566,1,32,2,2021-04-09,контролна вежба
567,1,33,3,2020-10-01,контролна вежба
568,1,33,4,2020-12-16,контролна вежба
569,1,33,2,2021-03-16,контролна вежба
570,1,33,2,2021-04-09,контролна вежба
571,1,34,4,2020-10-01,контролна вежба
572,1,34,4,2020-12-16,контролна вежба
573,1,34,4,2021-03-16,контролна вежба
574,1,34,4,2021-04-09,контролна вежба
575,1,35,4,2020-10-01,контролна вежба
576,1,35,5,2020-12-16,контролна вежба
577,1,35,3,2021-03-16,контролна вежба
578,1,35,3,2021-04-09,контролна вежба
579,1,36,3,2020-10-01,контролна вежба
580,1,36,4,2020-12-16,контролна вежба
581,1,36,5,2021-03-16,контролна вежба
582,1,36,5,2021-04-09,контролна вежба
583,1,37,3,2020-10-01,контролна вежба
584,1,37,4,2020-12-16,контролна вежба
585,1,37,3,2021-03-16,контролна вежба
586,1,37,3,2021-04-09,контролна вежба
587,1,38,5,2020-10-01,контролна вежба
588,1,38,4,2020-12-16,контролна вежба
589,1,38,4,2021-03-16,контролна вежба
590,1,38,3,2021-04-09,контролна вежба
591,1,39,4,2020-10-01,контролна вежба
592,1,39,2,2020-12-16,контролна вежба
593,1,39,4,2021-03-16,контролна вежба
594,1,39,4,2021-04-09,контролна вежба
595,1,40,4,2020-10-01,контролна вежба
596,1,40,5,2020-12-16,контролна вежба
597,1,40,4,2021-03-16,контролна вежба
598,1,40,4,2021-04-09,контролна вежба
599,1,41,3,2020-10-01,контролна вежба
600,1,41,2,2020-12-16,контролна вежба
601,1,41,2,2021-03-16,контролна вежба
602,1,41,2,2021-04-09,контролна вежба
603,1,42,4,2020-10-01,контролна вежба
604,1,42,2,2020-12-16,контролна вежба
605,1,42,4,2021-03-16,контролна вежба
606,1,42,4,2021-04-09,контролна вежба
607,1,43,2,2020-10-01,контролна вежба
608,1,43,1,2020-12-16,контролна вежба
609,1,43,2,2021-03-16,контролна вежба
610,1,43,3,2021-04-09,контролна вежба
611,1,44,3,2020-10-01,контролна вежба
612,1,44,2,2020-12-16,контролна вежба
613,1,44,4,2021-03-16,контролна вежба
614,1,44,3,2021-04-09,контролна вежба
615,1,45,5,2020-10-01,контролна вежба
616,1,45,4,2020-12-16,контролна вежба
617,1,45,5,2021-03-16,контролна вежба
618,1,45,5,2021-04-09,контролна вежба
619,1,46,5,2020-10-01,контролна вежба
620,1,46,5,2020-12-16,контролна вежба
621,1,46,4,2021-03-16,контролна вежба
622,1,46,5,2021-04-09,контролна вежба
623,1,47,4,2020-10-01,контролна вежба
624,1,47,4,2020-12-16,контролна вежба
625,1,47,5,2021-03-16,контролна вежба
626,1,47,4,2021-04-09,контролна вежба
627,1,48,5,2020-10-01,контролна вежба
628,1,48,3,2020-12-16,контролна вежба
629,1,48,4,2021-03-16,контролна вежба
630,1,48,4,2021-04-09,контролна вежба
631,1,49,4,2020-10-01,контролна вежба
632,1,49,3,2020-12-16,контролна вежба
633,1,49,3,2021-03-16,контролна вежба
634,1,49,4,2021-04-09,контролна вежба
635,1,50,5,2020-10-01,контролна вежба
636,1,50,5,2020-12-16,контролна вежба
637,1,50,5,2021-03-16,контролна вежба
638,1,50,4,2021-04-09,контролна вежба
639,1,51,4,2020-10-01,контролна вежба
640,1,51,4,2020-12-16,контролна вежба
641,1,51,4,2021-03-16,контролна вежба
642,1,51,5,2021-04-09,контролна вежба
643,1,52,5,2020-10-01,контролна вежба
644,1,52,4,2020-12-16,контролна вежба
645,1,52,3,2021-03-16,контролна вежба
646,1,52,3,2021-04-09,контролна вежба
647,1,53,5,2020-10-01,контролна вежба
648,1,53,4,2020-12-16,контролна вежба
