id,id_ucenik,datum,cas,status
407,32,2020-09-11,6,оправдан
408,32,2020-09-11,7,оправдан
409,248,2020-09-11,1,оправдан
410,248,2020-09-11,2,оправдан
411,248,2020-09-11,3,оправдан
412,248,2020-09-11,4,оправдан
413,248,2020-09-11,5,оправдан
414,248,2020-09-11,6,оправдан
415,248,2020-09-11,7,оправдан
416,274,2020-09-11,1,оправдан
417,274,2020-09-11,2,оправдан
418,274,2020-09-11,3,оправдан
419,274,2020-09-11,4,оправдан
420,274,2020-09-11,5,оправдан
421,274,2020-09-11,6,оправдан
422,274,2020-09-11,7,оправдан
423,228,2020-09-11,1,оправдан
424,228,2020-09-11,2,оправдан
425,228,2020-09-11,3,оправдан
426,228,2020-09-11,4,оправдан
427,228,2020-09-11,5,оправдан
428,228,2020-09-11,6,оправдан
429,228,2020-09-11,7,оправдан
430,96,2020-09-11,1,оправдан
431,96,2020-09-11,2,оправдан
432,96,2020-09-11,3,оправдан
433,96,2020-09-11,4,оправдан
434,96,2020-09-11,5,оправдан
435,96,2020-09-11,6,оправдан
436,96,2020-09-11,7,оправдан
437,186,2020-09-14,1,оправдан
438,186,2020-09-14,2,оправдан
439,186,2020-09-14,3,оправдан
440,186,2020-09-14,4,оправдан
441,186,2020-09-14,5,оправдан
442,186,2020-09-14,6,оправдан
443,252,2020-09-14,1,оправдан
444,252,2020-09-14,2,оправдан
445,252,2020-09-14,3,оправдан
446,252,2020-09-14,4,оправдан
447,252,2020-09-14,5,оправдан
448,252,2020-09-14,6,оправдан
449,238,2020-09-14,1,оправдан
450,238,2020-09-14,2,оправдан
451,238,2020-09-14,3,оправдан
452,238,2020-09-14,4,оправдан
453,238,2020-09-14,5,оправдан
454,238,2020-09-14,6,оправдан
455,300,2020-09-14,1,оправдан
456,300,2020-09-14,2,оправдан
457,300,2020-09-14,3,оправдан
458,300,2020-09-14,4,оправдан
459,300,2020-09-14,5,оправдан
460,300,2020-09-14,6,оправдан
461,293,2020-09-14,1,оправдан
462,293,2020-09-14,2,оправдан
463,293,2020-09-14,3,оправдан
464,293,2020-09-14,4,оправдан
465,293,2020-09-14,5,оправдан
466,293,2020-09-14,6,оправдан
467,106,2020-09-14,1,оправдан
468,106,2020-09-14,2,оправдан
469,106,2020-09-14,3,оправдан
470,106,2020-09-14,4,оправдан
471,106,2020-09-14,5,оправдан
472,106,2020-09-14,6,оправдан
473,285,2020-09-14,1,оправдан
474,285,2020-09-14,2,оправдан
475,285,2020-09-14,3,оправдан
476,285,2020-09-14,4,оправдан
477,285,2020-09-14,5,оправдан
478,285,2020-09-14,6,оправдан
479,148,2020-09-14,1,оправдан
480,148,2020-09-14,2,оправдан
481,148,2020-09-14,3,оправдан
482,148,2020-09-14,4,оправдан
483,148,2020-09-14,5,оправдан
484,148,2020-09-14,6,оправдан
485,247,2020-09-14,1,оправдан
486,247,2020-09-14,2,оправдан
487,247,2020-09-14,3,оправдан
488,247,2020-09-14,4,оправдан
489,247,2020-09-14,5,оправдан
490,247,2020-09-14,6,оправдан
491,165,2020-09-14,1,оправдан
492,165,2020-09-14,2,оправдан
493,165,2020-09-14,3,оправдан
494,165,2020-09-14,4,оправдан
495,165,2020-09-14,5,оправдан
496,165,2020-09-14,6,оправдан
497,280,2020-09-15,1,оправдан
498,280,2020-09-15,2,оправдан
499,280,2020-09-15,3,оправдан
500,280,2020-09-15,4,оправдан
501,280,2020-09-15,5,оправдан
502,280,2020-09-15,6,оправдан
503,136,2020-09-15,1,оправдан
504,136,2020-09-15,2,оправдан
505,136,2020-09-15,3,оправдан
506,136,2020-09-15,4,оправдан
507,136,2020-09-15,5,оправдан
508,136,2020-09-15,6,оправдан
509,320,2020-09-15,1,оправдан
510,320,2020-09-15,2,оправдан
511,320,2020-09-15,3,оправдан
512,320,2020-09-15,4,оправдан
513,320,2020-09-15,5,оправдан
514,320,2020-09-15,6,оправдан
515,98,2020-09-15,1,оправдан
516,98,2020-09-15,2,оправдан
517,98,2020-09-15,3,оправдан
518,98,2020-09-15,4,оправдан
519,98,2020-09-15,5,оправдан
520,98,2020-09-15,6,оправдан
521,13,2020-09-15,1,оправдан
522,13,2020-09-15,2,оправдан
523,13,2020-09-15,3,оправдан
524,13,2020-09-15,4,оправдан
525,13,2020-09-15,5,оправдан
526,13,2020-09-15,6,оправдан
527,7,2020-09-15,1,оправдан
528,7,2020-09-15,2,оправдан
529,7,2020-09-15,3,оправдан
530,7,2020-09-15,4,оправдан
531,7,2020-09-15,5,оправдан
532,7,2020-09-15,6,оправдан
533,145,2020-09-15,1,оправдан
534,145,2020-09-15,2,оправдан
535,145,2020-09-15,3,оправдан
536,145,2020-09-15,4,оправдан
537,145,2020-09-15,5,оправдан
538,145,2020-09-15,6,оправдан
539,128,2020-09-16,1,оправдан
540,128,2020-09-16,2,оправдан
541,128,2020-09-16,3,оправдан
542,128,2020-09-16,4,оправдан
543,128,2020-09-16,5,оправдан
544,128,2020-09-16,6,оправдан
545,187,2020-09-16,1,оправдан
546,187,2020-09-16,2,оправдан
547,187,2020-09-16,3,оправдан
548,187,2020-09-16,4,оправдан
549,187,2020-09-16,5,оправдан
550,187,2020-09-16,6,оправдан
551,282,2020-09-16,1,оправдан
552,282,2020-09-16,2,оправдан
553,282,2020-09-16,3,оправдан
554,282,2020-09-16,4,оправдан
555,282,2020-09-16,5,оправдан
556,282,2020-09-16,6,оправдан
557,142,2020-09-16,1,оправдан
558,142,2020-09-16,2,оправдан
559,142,2020-09-16,3,оправдан
560,142,2020-09-16,4,оправдан
561,142,2020-09-16,5,оправдан
562,142,2020-09-16,6,оправдан
563,235,2020-09-16,1,оправдан
564,235,2020-09-16,2,оправдан
565,235,2020-09-16,3,оправдан
566,235,2020-09-16,4,оправдан
567,235,2020-09-16,5,оправдан
568,235,2020-09-16,6,оправдан
569,277,2020-09-16,1,оправдан
570,277,2020-09-16,2,оправдан
571,277,2020-09-16,3,оправдан
572,277,2020-09-16,4,оправдан
573,277,2020-09-16,5,оправдан
574,277,2020-09-16,6,оправдан
575,69,2020-09-16,1,оправдан
576,69,2020-09-16,2,оправдан
577,69,2020-09-16,3,оправдан
578,69,2020-09-16,4,оправдан
579,69,2020-09-16,5,оправдан
580,69,2020-09-16,6,оправдан
581,236,2020-09-17,1,оправдан
582,236,2020-09-17,2,оправдан
583,236,2020-09-17,3,оправдан
584,236,2020-09-17,4,оправдан
585,236,2020-09-17,5,оправдан
586,236,2020-09-17,6,оправдан
587,41,2020-09-17,1,оправдан
588,41,2020-09-17,2,оправдан
589,41,2020-09-17,3,оправдан
590,41,2020-09-17,4,оправдан
591,41,2020-09-17,5,оправдан
592,41,2020-09-17,6,оправдан
593,220,2020-09-17,1,оправдан
594,220,2020-09-17,2,оправдан
595,220,2020-09-17,3,оправдан
596,220,2020-09-17,4,оправдан
597,220,2020-09-17,5,оправдан
598,220,2020-09-17,6,оправдан
599,72,2020-09-17,1,оправдан
600,72,2020-09-17,2,оправдан
601,72,2020-09-17,3,оправдан
602,72,2020-09-17,4,оправдан
603,72,2020-09-17,5,оправдан
604,72,2020-09-17,6,оправдан
605,180,2020-09-17,1,оправдан
606,180,2020-09-17,2,оправдан
607,180,2020-09-17,3,оправдан
608,180,2020-09-17,4,оправдан
609,180,2020-09-17,5,оправдан
610,180,2020-09-17,6,оправдан
611,268,2020-09-17,1,оправдан
612,268,2020-09-17,2,оправдан
613,268,2020-09-17,3,оправдан
614,268,2020-09-17,4,оправдан
615,268,2020-09-17,5,оправдан
616,268,2020-09-17,6,оправдан
617,104,2020-09-17,1,оправдан
618,104,2020-09-17,2,оправдан
619,104,2020-09-17,3,оправдан
620,104,2020-09-17,4,оправдан
621,104,2020-09-17,5,оправдан
622,104,2020-09-17,6,оправдан
623,210,2020-09-18,1,оправдан
624,210,2020-09-18,2,оправдан
625,210,2020-09-18,3,оправдан
626,210,2020-09-18,4,оправдан
627,210,2020-09-18,5,оправдан
628,210,2020-09-18,6,оправдан
629,210,2020-09-18,7,оправдан
630,296,2020-09-18,1,оправдан
631,296,2020-09-18,2,оправдан
632,296,2020-09-18,3,оправдан
633,296,2020-09-18,4,оправдан
634,296,2020-09-18,5,оправдан
635,296,2020-09-18,6,оправдан
636,296,2020-09-18,7,оправдан
637,329,2020-09-18,1,оправдан
638,329,2020-09-18,2,оправдан
639,329,2020-09-18,3,оправдан
640,329,2020-09-18,4,оправдан
641,329,2020-09-18,5,оправдан
642,329,2020-09-18,6,оправдан
643,329,2020-09-18,7,оправдан
644,179,2020-09-18,1,оправдан
645,179,2020-09-18,2,оправдан
646,179,2020-09-18,3,оправдан
647,179,2020-09-18,4,оправдан
648,179,2020-09-18,5,оправдан
649,179,2020-09-18,6,оправдан
650,179,2020-09-18,7,оправдан
651,100,2020-09-18,1,оправдан
652,100,2020-09-18,2,оправдан
653,100,2020-09-18,3,оправдан
654,100,2020-09-18,4,оправдан
655,100,2020-09-18,5,оправдан
656,100,2020-09-18,6,оправдан
657,100,2020-09-18,7,оправдан
658,38,2020-09-18,1,оправдан
659,38,2020-09-18,2,оправдан
660,38,2020-09-18,3,оправдан
661,38,2020-09-18,4,оправдан
662,38,2020-09-18,5,оправдан
663,38,2020-09-18,6,оправдан
664,38,2020-09-18,7,оправдан
665,223,2020-09-18,1,оправдан
666,223,2020-09-18,2,оправдан
667,223,2020-09-18,3,оправдан
668,223,2020-09-18,4,оправдан
669,223,2020-09-18,5,оправдан
670,223,2020-09-18,6,оправдан
671,223,2020-09-18,7,оправдан
672,330,2020-09-21,1,оправдан
673,330,2020-09-21,2,оправдан
674,330,2020-09-21,3,оправдан
675,330,2020-09-21,4,оправдан
676,330,2020-09-21,5,оправдан
677,330,2020-09-21,6,оправдан
678,330,2020-09-21,7,оправдан
679,171,2020-09-21,1,оправдан
680,171,2020-09-21,2,оправдан
681,171,2020-09-21,3,оправдан
682,171,2020-09-21,4,оправдан
683,171,2020-09-21,5,оправдан
684,171,2020-09-21,6,оправдан
685,171,2020-09-21,7,оправдан
686,151,2020-09-21,1,оправдан
687,151,2020-09-21,2,оправдан
688,151,2020-09-21,3,оправдан
689,151,2020-09-21,4,оправдан
690,151,2020-09-21,5,оправдан
691,151,2020-09-21,6,оправдан
692,151,2020-09-21,7,оправдан
693,204,2020-09-21,1,оправдан
694,204,2020-09-21,2,оправдан
695,204,2020-09-21,3,оправдан
696,204,2020-09-21,4,оправдан
697,204,2020-09-21,5,оправдан
698,204,2020-09-21,6,оправдан
699,204,2020-09-21,7,оправдан
700,251,2020-09-21,1,оправдан
701,251,2020-09-21,2,оправдан
702,251,2020-09-21,3,оправдан
703,251,2020-09-21,4,оправдан
704,251,2020-09-21,5,оправдан
705,251,2020-09-21,6,оправдан
706,251,2020-09-21,7,оправдан
707,24,2020-09-21,1,оправдан
708,24,2020-09-21,2,оправдан
709,24,2020-09-21,3,оправдан
710,24,2020-09-21,4,оправдан
711,24,2020-09-21,5,оправдан
712,24,2020-09-21,6,оправдан
713,24,2020-09-21,7,оправдан
714,26,2020-09-21,1,оправдан
715,26,2020-09-21,2,оправдан
716,26,2020-09-21,3,оправдан
717,26,2020-09-21,4,оправдан
718,26,2020-09-21,5,оправдан
719,26,2020-09-21,6,оправдан
720,26,2020-09-21,7,оправдан
721,285,2020-09-21,1,оправдан
722,285,2020-09-21,2,оправдан
723,285,2020-09-21,3,оправдан
724,285,2020-09-21,4,оправдан
725,285,2020-09-21,5,оправдан
726,285,2020-09-21,6,оправдан
727,285,2020-09-21,7,оправдан
728,197,2020-09-22,1,оправдан
729,197,2020-09-22,2,оправдан
730,197,2020-09-22,3,оправдан
731,197,2020-09-22,4,оправдан
732,197,2020-09-22,5,оправдан
733,197,2020-09-22,6,оправдан
734,197,2020-09-22,7,оправдан
735,318,2020-09-22,1,оправдан
736,318,2020-09-22,2,оправдан
737,318,2020-09-22,3,оправдан
738,318,2020-09-22,4,оправдан
739,318,2020-09-22,5,оправдан
740,318,2020-09-22,6,оправдан
741,318,2020-09-22,7,оправдан
742,143,2020-09-22,1,оправдан
743,143,2020-09-22,2,оправдан
744,143,2020-09-22,3,оправдан
745,143,2020-09-22,4,оправдан
746,143,2020-09-22,5,оправдан
747,143,2020-09-22,6,оправдан
748,143,2020-09-22,7,оправдан
749,224,2020-09-22,1,оправдан
750,224,2020-09-22,2,оправдан
751,224,2020-09-22,3,оправдан
752,224,2020-09-22,4,оправдан
753,224,2020-09-22,5,оправдан
754,224,2020-09-22,6,оправдан
755,224,2020-09-22,7,оправдан
756,120,2020-09-22,1,оправдан
757,120,2020-09-22,2,оправдан
758,120,2020-09-22,3,оправдан
759,120,2020-09-22,4,оправдан
760,120,2020-09-22,5,оправдан
761,120,2020-09-22,6,оправдан
762,120,2020-09-22,7,оправдан
763,263,2020-09-22,1,оправдан
764,263,2020-09-22,2,оправдан
765,263,2020-09-22,3,оправдан
766,263,2020-09-22,4,оправдан
767,263,2020-09-22,5,оправдан
768,263,2020-09-22,6,оправдан
769,263,2020-09-22,7,оправдан
770,117,2020-09-22,1,оправдан
771,117,2020-09-22,2,оправдан
772,117,2020-09-22,3,оправдан
773,117,2020-09-22,4,оправдан
774,117,2020-09-22,5,оправдан
775,117,2020-09-22,6,оправдан
